"","kingdom","phylum","class","order","family","genus","species"
"OTU2177:14grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU3720:13grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Glomerella",NA
"OTU136:10grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU1322:91grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum_nigrum_SH117088.07FU"
"OTU117:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU1914:100grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU2516:8grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU91:9grass","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae",NA,NA
"OTU2154:100grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU3921:65grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Aspergillus",NA
"OTU29:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Phoma","s__Phoma_paspali_SH215817.07FU"
"OTU1080:5grass","k__Fungi","p__Basidiomycota","c__Ustilaginomycotina_cls_Incertae_sedis","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__Malassezia_dermatis_SH188405.07FU"
"OTU2167:28grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU2005:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU865:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"OTU193:5grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Rhodotorula","s__Rhodotorula_mucilaginosa_SH216361.07FU"
"OTU233:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__Phaeosphaeria_lycopodina_SH183016.07FU"
"OTU2254:89grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU1434:28grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU3721:13grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Glomerella",NA
"OTU190:17grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Neopestalotiopsis","s__Neopestalotiopsis_foedans_SH200153.07FU"
"OTU1822:5grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU1769:43grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Neoaleurodiscus","s__Neoaleurodiscus_fujii_SH214054.07FU"
"OTU3217:5grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales",NA,NA,NA
"OTU2881:93grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU1096:28grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU116:5grass","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Powellomyces",NA
"OTU54:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Drechslera",NA
"OTU1349:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU939:54grass","k__Fungi","p__Basidiomycota","c__Ustilaginomycotina_cls_Incertae_sedis","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"OTU3834:89grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU1490:117grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum_nigrum_SH117088.07FU"
"OTU1615:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium_exasperatum_SH422672.07FU"
"OTU179:5grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiales_fam_Incertae_sedis","g__Mrakiella","s__Mrakiella_aquatica_SH202459.07FU"
"OTU1694:109grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU3251:94grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU1709:93grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU3357:5grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces",NA
"OTU299:62grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU94:5grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU1879:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU104:53grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"OTU2718:24grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neostagonospora","s__Neostagonospora_caricis_SH208465.07FU"
"OTU42:5grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Xylaria",NA
"OTU1410:56grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_victoriae_SH181628.07FU"
"OTU3162:102grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum_nigrum_SH117088.07FU"
"OTU167:20grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
"OTU2892:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU205:15grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Montagnulaceae",NA,NA
"OTU2657:5grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__Ophiocordyceps_heteropoda_SH209114.07FU"
"OTU2089:27grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces",NA
"OTU24:5grass","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiales_fam_Incertae_sedis","g__Bannoa","s__Bannoa_hahajimensis_SH219193.07FU"
"OTU366:22grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Apiosporaceae",NA,NA
"OTU1946:107grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU596:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU58:7grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU2553:95grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU83:5grass","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__Botrytis_caroliniana_SH177344.07FU"
"OTU1171:13grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces",NA
"OTU2830:19grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Spathulosporaceae","g__Spathulospora",NA
"OTU3318:83grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Aspergillus",NA
"OTU176:25grass","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Bensingtonia","s__Bensingtonia_yuccicola_SH197103.07FU"
"OTU667:36grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Rhodosporidium","s__Rhodosporidium_diobovatum_SH216364.07FU"
"OTU1559:97grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU170:42grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU2022:95grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU1581:98grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU1647:39grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Phoma","s__Phoma_paspali_SH215817.07FU"
"OTU251:5grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae",NA,NA
"OTU3421:158grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Davidiella","s__Davidiella_tassiana_SH216250.07FU"
"OTU3361:5grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU2185:88grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU385:95grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella",NA
"OTU3708:33grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium_ramotenellum_SH079312.07FU"
"OTU1159:26grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU594:108grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Rhodotorula",NA
"OTU392:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Derxomyces","s__Derxomyces_hainanensis_SH177448.07FU"
"OTU39:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU138:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA
"OTU2061:110grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU340:6grass","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes",NA,NA,NA,NA
"OTU462:8grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU821:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"OTU185:18grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiaceae","g__Capnodium",NA
"OTU321:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreomycetidae_ord_Incertae_sedis","f__Plectosphaerellaceae","g__Verticillium",NA
"OTU147:20grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_psychrotolerans_SH181634.07FU"
"OTU999:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU267:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU393:6grass","k__Fungi","p__Zygomycota","c__Entomophthoromycotina_cls_Incertae_sedis","o__Entomophthorales","f__Entomophthoraceae","g__Pandora","s__Pandora_neoaphidis_SH209669.07FU"
"OTU1246:89grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU72:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU493:6grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phaeococcomyces",NA
"OTU125:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus","s__Cryptococcus_diffluens_SH116191.07FU"
"OTU180:6grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolales_fam_Incertae_sedis","g__Sporobolomyces","s__Sporobolomyces_lactosus_SH215933.07FU"
"OTU34:7grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetidae_ord_Incertae_sedis","f__Glomerellaceae","g__Colletotrichum","s__Colletotrichum_horii_SH375572.07FU"
"OTU2839:138grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU113:14grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Dioszegia","s__Dioszegia_fristingensis_SH209710.07FU"
"OTU225:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Dioszegia","s__Dioszegia_hungarica_SH182099.07FU"
"OTU135:26grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus",NA
"OTU82:15grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus",NA
"OTU672:6grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema",NA
"OTU617:6grass","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces",NA
"OTU232:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Dioszegia","s__Dioszegia_hungarica_SH182099.07FU"
"OTU449:26grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales",NA,NA,NA
"OTU471:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU507:6grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_griseofulvum_SH407693.07FU"
"OTU311:6grass","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Agaricostilbaceae","g__Bensingtonia",NA
"OTU1368:6grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales",NA,NA,NA
"OTU292:87grass","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__Saccharomyces_cerevisiae_SH181234.07FU"
"OTU32:10grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU301:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU50:14grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Mycosphaerella","s__Mycosphaerella_rubella_SH206848.07FU"
"OTU1376:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"OTU531:6grass","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium","s__Leucosporidium_golubevii_SH193773.07FU"
"OTU89:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU457:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Teratosphaeria",NA
"OTU245:6grass","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales",NA,NA,NA
"OTU2475:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU360:103grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"OTU1299:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Microdochium","s__Microdochium_bolleyi_SH213512.07FU"
"OTU488:53grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"OTU3676:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae",NA,NA
"OTU241:6grass","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Parmeliaceae","g__Xanthoparmelia",NA
"OTU3247:106grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
"OTU1259:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pleospora","s__Pleospora_herbarum_SH387143.07FU"
"OTU1749:93grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU2088:20grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Lulworthiales","f__Spathulosporaceae","g__Spathulospora",NA
"OTU2325:138grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU213:15grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Endoconidioma","s__Endoconidioma_populi_SH206393.07FU"
"OTU481:48grass","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__Coprinopsis_radiata_SH218997.07FU"
"OTU1664:94grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia",NA
"OTU3287:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU1931:104grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum_nigrum_SH117088.07FU"
"OTU2045:8grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__Ophiocordyceps_heteropoda_SH209114.07FU"
"OTU3885:113grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Davidiella","s__Davidiella_tassiana_SH216250.07FU"
"OTU3020:6grass","k__Fungi","p__Basidiomycota","c__Ustilaginomycotina_cls_Incertae_sedis","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__Malassezia_furfur_SH205505.07FU"
"OTU288:11grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"OTU3028:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU1797:139grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__Verrucaria_hydrophila_SH202819.07FU"
"OTU1143:153grass","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__Saccharomyces_cerevisiae_SH181234.07FU"
"OTU3435:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
"OTU169:8grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium_pullulans_SH195774.07FU"
"OTU2384:7grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Periconia",NA
"OTU1979:126grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU2056:56grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU1760:9grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Tremellales_fam_Incertae_sedis","g__Cryptococcus",NA
"OTU2800:88grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"OTU2060:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__Ophiocordyceps_heteropoda_SH209114.07FU"
"OTU2300:6grass","k__Fungi","p__Zygomycota","c__Mucoromycotina_cls_Incertae_sedis","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_circinelloides_f._circinelloides_SH185778.07FU"
"OTU309:6grass","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"OTU2703:8grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU252:8grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"OTU124:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Pseudoseptoria",NA
"OTU183:12grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_citrinum_SH190215.07FU"
"OTU1049:6grass","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium","s__Penicillium_ochrochloron_SH237535.07FU"
"OTU97:6grass","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU2832:135grass","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium_exasperatum_SH422672.07FU"
"OTU2672:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Cephalothecaceae","g__Cephalotheca",NA
"OTU3891:6grass","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Ophiocordycipitaceae","g__Ophiocordyceps","s__Ophiocordyceps_heteropoda_SH209114.07FU"
